object_id,Z,EBV,English Translation,split,target,Flux_mean,Flux_std,Flux_min,Flux_max,Flux_median,Flux_skew,Flux_err_mean,Flux_err_std,Flux_Ratio_mean,Flux_Ratio_skew,u_Flux_mean,u_Flux_std,u_Flux_max,u_Flux_min,g_Flux_mean,g_Flux_std,g_Flux_max,g_Flux_min,r_Flux_mean,r_Flux_std,r_Flux_max,r_Flux_min,i_Flux_mean,i_Flux_std,i_Flux_max,i_Flux_min,z_Flux_mean,z_Flux_std,z_Flux_max,z_Flux_min,y_Flux_mean,y_Flux_std,y_Flux_max,y_Flux_min
cirion_cair_echad,1.067,0.014,"sailor, shipman  + ship + encampment",split_03,0,0.0025536775308641945,0.682326167028315,-2.16418989,2.14512224,-0.09930988,0.5908505169188599,0.38471838765432104,0.31033707453938986,-0.140526397559545,1.8252551031835123,0.06381434428571427,0.6379824060344116,1.14714978,-1.11081515,0.09880361500000001,0.6461787546484141,1.35222134,-0.38702912,-0.1069016356818182,0.5911034514686083,1.78258254,-1.09779269,0.028723876410256404,0.5037147107251301,1.60863436,-0.73793794,-0.020309625405405388,0.6437565305122404,2.14512224,-1.21900081,0.15323814749999995,1.1698696576669518,2.12540295,-2.16418989
cugu_ruith_toll,1.023,0.275,dove + anger +  island,split_03,0,1.684297168244275,2.390766470859085,-1.57447,7.06812401,1.07768743,0.5043542029568876,0.3275766212213741,0.34962302715878596,6.967591741577889,1.4155768960934139,2.58954898,3.882239570979043,7.06812401,0.18126927,2.11444557,2.70985049986643,6.67000457,-1.212212,1.7994996888571428,2.441145446679648,5.76525038,-1.21236674,1.5386501572222224,2.261643690633454,5.88820479,-1.56610124,1.321414927692308,2.009056416019175,4.43702549,-1.52866962,-0.58766116,1.3955584449976617,0.39914768,-1.57447
cuil_magor_andrann,0.7353,0.026,"life + swordsman +  age, cycle ",split_03,0,-0.21500631382165608,1.2616906689992953,-2.89831541,3.87395147,-0.44852735,0.6960325869451848,0.44507078248407644,0.4679787306951164,-0.3522656599003884,2.6142326152468955,-0.15539952166666668,0.5936013229357647,0.9556023,-0.69820833,-0.2804131916666666,0.8329606672309099,1.62279812,-1.17345324,-0.19179939149999997,1.1780378092899397,2.04852081,-1.65793773,-0.44814932125,1.1139076784548543,2.00423748,-1.94346589,-0.2865228482758621,1.4192193075137063,2.76102471,-2.07939759,0.13377526846153848,1.771814402639976,3.87395147,-2.89831541
daen_saelor_gil,0.579,0.048,"corpse + adviser  +  star, bright spark",split_03,0,0.6312369823170731,1.3753364586280163,-1.4262841,5.19580337,0.204687365,0.7799346524540351,0.43504572249999995,0.44987936157170266,1.9734441741655038,1.426473192455897,0.9032538007142857,2.367779387235307,5.19580337,-1.13060146,0.19542696615384617,1.7035195591661945,3.35018058,-0.99916735,0.6915745362499999,1.3944685753634956,2.84640698,-1.4262841,0.6114089843589743,1.088012119787944,2.65501172,-0.68621559,0.6294996113888889,1.0799694732490532,3.653173,-0.81831966,0.6439474309090909,1.296594200027961,3.8146832,-1.13498568
dagnir_archam_raegdan,1.102,0.019,bane + throne + sinner,split_03,0,0.1784755002877698,0.7114819719521353,-2.46856566,2.19738061,0.14505266,-0.7159516032819103,0.4220057638848921,0.380821062467736,1.0162775885794402,1.4682739199096448,-0.08601161769230768,0.44979724358262885,0.51714981,-1.0647324,0.012680665000000008,0.17533206458276046,0.2896749,-0.52763301,0.6343154961538462,0.4703937078560211,1.55880491,-0.21726779,-0.05353346357142858,0.3598041739356132,0.67079949,-1.21379235,0.08945278076923077,0.6660174341983072,1.74868669,-1.71238748,0.009306780000000004,1.4213038394978725,2.19738061,-2.46856566
edlothiad_Ennor_graw,0.9145,0.022,flowering + Middle-Earth + bear,split_03,0,0.42594274109195396,0.6820846629171756,-1.5870472,3.15794262,0.38810586,1.1133941813465091,0.5090377232183909,0.49659159706209227,1.5234971745038577,1.6802092574695402,0.6303515852941177,0.7107652272699085,2.22171492,-0.19507004,0.5705982093749999,0.4643639856185283,1.67527586,-0.15459354,0.3571200905263158,0.40900756875623395,1.87214429,-0.1595258,0.3821345866666666,0.4077741839404418,1.24983625,-0.45985496,0.41781634911764703,0.6966493532129003,2.80275247,-0.49439206,0.3867598777777777,1.2215509312354504,3.15794262,-1.5870472
elvellon_gador_fern,0.2687,0.077,"Elf-friend + dungeon, prison + dead",split_03,0,0.8916738630769231,0.882692638912067,-2.02501022,4.70745001,0.8844986349999999,0.4241324778460277,0.46731871807692305,0.34702792551110495,2.5511654989138206,0.7083782393810871,0.10865673,0.6395570577925084,1.41552558,-1.29523759,0.35660681928571425,0.4041331457456067,1.06862715,-0.54544379,0.672344558918919,0.5281963801147073,2.07784898,-0.25522465,0.9445371679999999,0.6389078514366874,2.31720479,-0.34939984,1.2051416789583334,0.8934642123968629,3.19330784,-0.76804777,1.1791524709999999,1.3057556846041651,4.70745001,-2.02501022
erchion_lobor_hwiniol,0.8859,0.018,orkish + horse + fantastic,split_03,1,0.3716793019285714,1.1281128130612597,-2.25343546,4.71554516,0.104792935,1.5956208324354533,0.46114072428571423,0.39938581623133274,1.415857964205733,2.9587246996981933,-0.3045539,0.5887432853303409,0.82377521,-1.40962604,0.14512594437499998,0.39019455533760794,1.54260517,-0.12261556,0.23374389709677423,0.7369693765671768,2.58390949,-0.74853698,0.5428592332352942,1.1328629915086854,4.71554516,-0.83292136,0.7834248546428572,1.3893880613879663,4.68962216,-1.19219934,0.21885916318181814,1.5320441839376016,3.49474199,-2.25343546
eryn_roch_tann,0.3143,0.046,"wood, forest + horse + sign ",split_03,0,0.34268905400000005,0.7755740193749758,-1.79555742,3.7225916,0.17435114,1.6563950504331622,0.49777211685714284,0.624632145413447,1.0908322437189304,4.138063577486085,0.034912903125000005,0.4723292163463823,1.36218433,-0.51715579,0.294134915,0.9192926369851465,3.46192801,-0.30366571,0.296392095106383,0.6253893311621888,3.7225916,-0.19416942,0.3283372045454545,0.5983801906797646,2.29821735,-0.57338688,0.17174125187500003,0.6880566263646775,1.83106343,-1.79555742,0.9736865299999998,1.213301623731936,3.15652199,-1.23683315
fang_aegas_fervain,0.8779,0.04,beard + mountain peak  + northern,split_03,0,-0.38845842815950915,0.7634139614333316,-2.59793023,1.77235332,-0.45234741,0.22056926644140404,0.39937639717791407,0.33242587166264315,-1.5007439110031824,0.715606908330267,-0.882416058125,1.2906405714259037,1.77235332,-2.59793023,-0.6471434338461539,0.778834112408289,1.49662639,-1.91463161,-0.3533580344186047,0.6871213114220608,1.11367359,-1.58991014,-0.28337333829268296,0.5753103970360103,1.46706381,-1.2925551,-0.3755842428,0.5550839352678264,0.77774923,-1.25971789,-0.183395752,0.7997304547079412,1.26052489,-1.90315772
faradrim_yll_honeg,0.274,0.021,"hunters +  gulp  +  little brother, also the name of the middle finger ",split_03,0,-0.654475110970149,3.187848121068108,-6.51020304,7.48635859,-1.525543795,0.793488603943523,0.5368708145522388,0.464015571155567,-3.021497313841912,0.2950133427290496,-0.41808464,1.4152264009998272,1.8248994,-1.9971019,-1.8712580857142858,2.5774729331271304,3.25867965,-3.89844663,-1.4001851693103449,2.735098152498562,5.48716016,-4.92162021,-0.33014917812499994,3.659099180538195,7.48635859,-4.71285225,0.0629058763636363,3.573041858796793,7.18545124,-6.00091383,-0.9272070513043479,3.100941244048957,5.49992448,-6.51020304
faun_faradrim_cae,0.3749,0.151,cloud + hunters + earth,split_03,0,0.3593298367105263,1.2987142937852185,-2.38008271,6.07639941,0.08760494499999999,2.7543537047110966,0.42403156236842104,0.38884321465359495,1.6678916594407156,5.467283735228633,-0.05600786,0.1947143617354529,0.15189054,-0.30215784,0.06344243375,0.254882833854927,0.84430051,-0.29347068,0.42148589325,1.2949301196739171,6.00179715,-0.29873348,0.3618723797297297,1.1059627182652256,5.82523067,-0.87922869,0.3598406282758621,1.521321062771274,5.36507753,-2.38008271,0.5522921416666667,1.8154297828592347,6.07639941,-1.68262332
fern_lagor_guldur,1.348,0.017,dead + swift + dark sorcery,split_03,0,0.7893731116556292,1.0280997203099833,-1.47957912,4.34553676,0.69200916,0.4698674520007516,0.41995219410596024,0.41556021910908353,2.7852729668346297,0.9063605610378048,0.44980808666666655,0.3498811029604467,0.95820245,-0.24255021,0.375635545625,0.4937138890532676,1.27530222,-0.51512838,0.8240337127272728,0.9216536027164318,2.53750356,-0.69264824,0.7522808348484848,1.061660618429865,2.66422872,-0.69823899,0.7918601887878788,1.0417272416329701,2.33649476,-1.47957912,1.2349044912499998,1.4233654362046877,4.34553676,-1.38323927
fervain_tamin_firion,1.861,0.036,northern + forge  +  mortal man,split_03,0,7.292075761219514,8.329331408438255,-2.12652622,27.53616946,4.49433523,0.7902565905955324,0.4638088749593496,0.3833215645004829,25.71030249816264,1.9316497325425477,3.489232852857143,10.176799153529863,26.51690675,-1.65361209,5.277697651428572,7.319689965284742,15.61244796,-0.9810832,8.690365705333333,10.697349934318101,27.53616946,-1.08319647,9.166819572333333,7.643789325823041,21.67600514,-0.39498211,7.0654091655882345,6.929812709252023,17.76505972,-0.95274594,3.9744890093333334,5.750419138157671,17.64280405,-2.12652622
firiel_maen_sirion,0.2202,0.032,"mortal maiden +  clever, skilled + river ",split_03,0,0.8110817370555556,2.628591865849366,-2.6228345,13.2707218,0.1075209,3.321262469186477,0.47649180805555563,0.40800537974035406,3.16209291923137,5.2777159702384,0.6381104258333333,1.2022198636189232,3.41109676,-0.6062427,0.6751261637499999,2.152734261603306,8.39878611,-0.41920583,0.9025496362857143,3.174601696801148,13.2707218,-0.95694398,1.1945766263829787,3.4913362002530643,12.80409032,-1.79414554,0.7751023478947369,2.1094918727578618,8.78242555,-1.45614972,0.32334815656250004,1.4794111809612864,3.80869924,-2.6228345
forodrim_dunedhel_galadhrim,1.115,0.027,"Northmen, Northfolk  + Elf of Beleriand, West-Elf, including Noldor and Sindar  + people of the Trees, Elves of Lórien ",split_03,0,0.7192556986144578,0.6582466300092397,-1.03446883,4.04462359,0.636914505,1.2137176518244046,0.4437508564457831,0.3656634205660942,2.3732032370394385,1.568470002174283,0.06542461000000001,0.4502851737452482,0.94929732,-1.03446883,0.333032775,0.17250462305678757,0.60252172,0.03018505,0.6298490230952382,0.3323469143466951,1.19230816,0.05213437,0.8526939912195122,0.5346974751536117,1.86913688,-0.19430337,0.8511026024999999,0.6002313005551895,2.52545461,-0.56646237,1.19227607,1.1331834467078916,4.04462359,-0.70529452
fuin_helegnen_rochir,0.5743,0.014,"darkness, gloom, night, dead of night  + frozen + Horse-Lord, knight, rider ",split_03,0,0.9137716605825243,0.8763387452125508,-0.97875885,3.40326607,0.94862881,0.01933941167996354,0.3761438570873785,0.4084126861131951,4.812894059611814,1.2590190742372565,0.80605481,0.45193143891800575,1.26089685,-0.0797085,0.9787207283333333,0.7531564722908228,2.0498833,-0.20444162,1.1100616799999998,0.8636152424134643,2.38127864,-0.60890852,0.9425697392857142,0.8274970566605299,2.65981427,-0.43503926,0.7019310178947368,0.9698498578137582,2.2141014,-0.92116906,0.7709387158333335,1.1806310138956204,3.40326607,-0.97875885
galadhrim_aderthad_balrog,1.167,0.019,"people of the Trees, Elves of Lórien  + reunion +  fire demon ",split_03,0,0.27390188054347825,1.2510440327856434,-3.2747086,3.1324772,0.62583451,-0.4918856572706504,0.49720648250000005,0.4034907434765689,0.7319553985976753,-0.8414188831870921,-0.21096867285714277,1.617267871680158,1.90771884,-2.1474954,0.030399443750000005,1.56972074860452,1.76617071,-1.85822192,0.4806906677272727,1.1505975136004698,1.70315459,-1.7661833,0.2523316504347826,1.0580769940583215,1.58643025,-1.78405957,0.18461257368421058,0.9672140196418223,1.50673274,-2.04441611,0.5035458938461539,1.7393738499819145,3.1324772,-3.2747086
galadhrim_inias_Dornhoth,1.046,0.063,"people of the Trees, Elves of Lórien  + annals + Trawn Folk (Dwarfs)",split_03,0,0.6242354031775701,0.6709562178409552,-0.50920751,3.99569687,0.45364723,1.9606847522305881,0.34245314551401873,0.3327216516395852,2.5538878834286236,0.5558696499383369,0.020002916666666672,0.24769540499957882,0.26492588,-0.50920751,0.27398745166666666,0.12965942227115404,0.45712596,0.05883752,0.5345456773076923,0.278656775954258,1.08557221,-0.17469723,0.672635674,0.4085741459918944,1.36723777,-0.01535034,0.9850850688888888,0.6703220491742109,2.29895168,-0.00459188,1.0585495014285713,1.305834639830697,3.99569687,-0.2849485
galadhrim_uruk_gwend,0.9862,0.047,"people of the Trees, Elves of Lórien  + evil creature + maiden",split_03,0,0.8220549226436779,1.0188498811366942,-1.61754566,2.47190301,0.51138418,0.11802831666566424,0.370073354367816,0.34350344965723684,5.221676982777253,2.368059640451119,0.635372916,0.926783384293009,2.1021378,-0.17828499,1.371438814,1.3446869242686739,2.47190301,-0.10455288,0.939386173181818,1.1654002397457834,2.43078297,-0.80851705,0.8296251041666666,0.9023713368407257,2.11413055,-0.38474449,0.6613514254545454,0.8086678811891426,2.2166368,-0.24715901,0.7063877722222222,1.3668249401129846,2.24574028,-1.61754566
galvorn_gador_braig,1.72,0.022,"black metal  + dungeon, prison + fierce, wild",split_03,0,1.212454592037037,1.096575349548652,-1.62651659,5.74081314,1.0949351200000002,1.2482566499228236,0.5426299167592593,0.5441012015786282,3.4796845354008457,1.8211162500058455,0.3700597936363636,0.48051405120203516,0.89171034,-0.41659399,0.3953724885714286,0.4660823116029451,0.9647371,-0.18673853,0.9326982695454547,0.6483566468043959,2.21733131,-0.42103705,1.2506787064285714,0.701201438226524,2.60392071,-0.48678379,1.2333202245000001,0.9751805694843413,2.28505578,-1.62651659,2.1951030294999994,1.6434621504989773,5.74081314,-0.03831403
gas_magol_idhren,0.4296,0.009,"hole + sword + pondering, wise, thoughtful",split_03,0,0.29435393386363634,1.4337841332714165,-3.27184612,8.33766902,0.00888783,2.9942492453554372,0.42569350096590913,0.370019931803781,1.3859059501667346,6.583209368682225,-0.01146304583333333,0.35120026290516787,0.58273112,-0.62520836,0.6157940071428573,1.4623899757608874,4.77122769,-0.0981278,0.5497143851428571,1.8682247072101663,8.33766902,-0.2778599,0.1592499423913043,0.9876047595942289,4.61200616,-0.79846719,0.2095211054761905,1.2386433350436792,5.48310018,-1.95492722,0.29471650185185194,1.952695758986739,6.4549164,-3.27184612
gil_amdir_corf,0.2896,0.195," star, bright spark + hope + ring",split_03,0,1.4165624898809526,3.7591058044008965,-6.26227835,10.18123587,0.63251258,0.33075015586364903,0.3630670475,0.3252246978629962,3.7696284378589873,-0.25007137521113687,0.32933987,0.676424727827293,1.84631181,-0.42921881,-0.16871696083333335,1.0102325116471487,1.48278842,-1.64471435,1.3868303595652172,2.616620760276093,5.98049896,-3.34527824,1.7647009441176473,4.233716743216392,7.53448907,-6.26227835,2.7794354271428574,5.555990679690813,10.18123587,-6.09195685,2.1141679599999996,5.914246080461632,9.91391723,-4.80339002
gilgalad_nidh_mir,0.473,0.097,"starlight + honeycomb +  jewel, treasure",split_03,0,0.35662470196078433,0.6867397988917302,-1.49229033,2.32050667,0.33736285,0.16215213431504646,0.3797994339215687,0.33940576766472597,1.4792046428010166,1.417368014853414,0.172999845,0.6117919599789811,1.57384495,-0.79733482,0.2519284111764706,0.4234061711921491,1.13875026,-0.20502148,0.4325739513333333,0.4877810764764474,1.43265047,-0.34563206,0.39370491243243244,0.6440660191988904,1.93235498,-0.43723178,0.45555976086956523,0.6813259356074094,1.49713357,-1.43806664,0.19442179999999998,1.2350884972101561,2.32050667,-1.49229033
glaur_Rochirrim_aeglir,2.238,0.055,golden light  + Horse.Lords (People)  + range of mountain peaks,split_03,0,0.48444862495495494,1.0232098553851359,-1.82256042,3.26052249,0.34984074,0.3966042332253082,0.4725287114414414,0.44687126179268305,1.585811771952923,1.090476368440052,0.15325398636363638,0.3950566423263137,0.91763612,-0.38949394,0.25309040454545456,0.5279552640105926,1.09104639,-0.38963327,0.5552777392307692,0.8457966956170329,2.20300171,-0.46823999,0.5662021533333333,1.1557210190132603,2.5954809,-1.33947618,0.5459366225,1.1010455745637249,2.5068394,-1.80066552,0.5485590938888889,1.4573426780301808,3.26052249,-1.82256042
gwador_pent_faun,1.158,0.089,sworn brother + story + cloud,split_03,0,1.4577219601136364,1.390068098045901,-2.09965527,5.40523304,1.2879199049999999,0.44244137673899825,0.4641391946590909,0.4709778980930803,5.5613915503271265,1.8434153176284365,1.8936831735714286,2.0054535736021815,5.40523304,-1.13924094,1.8209343299999998,1.3060889494207715,4.23568071,0.06366494,1.6328172833333336,1.1890539126078614,3.92271474,-0.6839375,1.2929428357142858,0.8348343828497201,3.268528,-0.04701415,0.5634674599999999,0.5929402449298893,1.309405,-0.38216836,0.8194440012499999,2.124381334001158,4.98671458,-2.09965527
gwaloth_aith_ulug,0.2051,0.213,"blossom + point of spear  + bad, evil",split_03,0,0.54332055,2.300546397108789,-3.81378134,13.21250998,0.01216365,3.815633829083059,0.40327400988505746,0.3650327263297482,3.3308436430115966,4.923695035676729,-0.21131186142857145,0.26402939413262216,0.30418821,-0.46553478,0.7675079264102563,2.6502425987040032,11.04115774,-0.34327229,0.8171411546938777,2.962703457226966,13.21250998,-0.52619004,0.552861691875,1.6930847458088392,6.86940759,-1.02972407,0.2741617354838709,1.9363594897860736,8.87891354,-3.81378134,-0.00914718249999999,0.7684399936741317,1.79705665,-0.97993415
gwanur_adar_anwar,0.3739,0.084,"kinsman, kinswoman  + father + awe",split_03,0,0.5800888395394735,1.3367662379579972,-1.46606284,6.46301338,0.04601396,1.9407414538901926,0.46316862967105266,0.4326474110265093,1.7382702755648027,2.851296963984467,0.008244007500000011,0.34514324523165296,0.54488253,-0.8591318,0.375747431,0.8691469644381241,2.82031603,-0.13689035,0.5159818843243242,1.4232100734657356,5.48009726,-0.57453053,0.6304840190625001,1.4460613670008744,6.46301338,-0.64725872,0.7037576632142857,1.4384059713935138,4.39014519,-0.69224926,0.938591043478261,1.5401045906228195,3.55983288,-1.46606284
gwarth_lin_lasguil,0.3165,0.052,"betrayer +  lake, pool  + tea",split_03,0,0.38212581683453245,0.9686750678769506,-1.95047312,3.98836321,0.01661075,1.0154661543124472,0.4616095962589928,0.4232246733816714,0.9252650787282521,2.8948562737128727,0.23633592888888888,0.7173478928331201,1.80809955,-0.41831519,0.23561815083333337,0.7639179341953835,2.10850186,-0.29571292,0.2564869003125,0.8505222330746794,2.35056465,-0.63223222,0.2634061678787879,0.854792271673429,2.59684333,-0.72210844,0.8094304946666668,1.0665139967872472,3.98836321,-0.77168345,0.3033977469565217,1.2270036602672898,2.82291164,-1.95047312
gwarth_rach_magor,1.074,0.1,"betrayer + wagon, wain  + swordsman",split_03,0,0.2760030956692913,0.7148587299645526,-3.52603475,1.78470672,0.25966535,-1.4207897582875137,0.45934165559055123,0.4394143919613349,1.2665862066230136,1.4323064608724545,0.164730135,0.3709752763609412,0.98004116,-0.34658963,0.24828946636363639,0.2321619177881171,0.69012398,-0.03407789,0.319605258125,0.4644122419208648,1.16101311,-0.51803836,0.49897169343750003,0.6679386039768774,1.78470672,-0.53782767,0.3662601965384616,0.6706166721482213,1.71019491,-0.91756853,-0.315207493125,1.2453493985386022,1.14544606,-3.52603475
gwathui_gwael_heron,0.4153,0.043,shadowy + gull + master,split_03,0,0.43250600684931506,1.1496463199174967,-1.98516259,5.88812509,0.12383046,2.004741067523546,0.46327326493150683,0.39619591220853057,1.3607920681386219,3.9086768864295194,-0.04150982857142858,0.3434054504751841,0.51743496,-0.62953166,0.12511498846153846,0.360581217880601,1.26353923,-0.25365305,0.4136805065625,1.2333820936635422,5.88812509,-0.48598018,0.49732646317073176,0.9882795519936536,3.88494799,-0.72786277,0.6705470328571429,1.311235060487454,4.11840655,-1.10693129,0.538724535,1.7073515397209944,4.38117116,-1.98516259
gwathui_navaer_glaur,1.012,0.017,shadowy + farewell + golden light ,split_03,1,0.24971425319526627,0.744211446231562,-2.4385852,3.30516694,0.13805075,0.3993337475467304,0.5270786581065089,0.5287888131769505,0.9016917637966619,1.7840272399101367,0.15469075333333335,0.4492766289033572,1.21745781,-0.4619548,0.10475761307692309,0.2682488227243869,0.74297637,-0.1946117,0.2898271882857143,0.5900072613011018,2.15874045,-0.61191855,0.2973119395454546,0.6868037953246546,2.34207852,-1.63521136,0.2415031874285714,0.6347256404398558,1.76831599,-1.54465449,0.2533781492592593,1.2856251393811582,3.30516694,-2.4385852
gwaun_naer_tamin,0.4049,0.295,"goose +  sad, dreadful, woeful + forge ",split_03,0,1.0514648564516127,1.1146559177731785,-0.70788525,3.44665801,0.63563291,1.0313619295512906,0.28417253451612906,0.23690914029146262,3.8727232818989497,-0.11527377660111134,,,,,0.37737511555555553,0.21438866386787345,0.63563291,-0.00975392,0.93308378,0.7185254389262032,2.26259029,-0.12280459,1.1673238342857144,1.4061168415034948,3.12025711,-0.70788525,3.2769207700000003,0.2777707745869267,3.44665801,2.95636474,,,,
gwend_dol_inias,0.8115,0.178,"maiden + head, hill + annals",split_03,0,0.6212159452380954,0.9832927715585542,-0.91910596,4.39615281,0.27526641,1.8400204023126572,0.34190350476190473,0.2519708353471249,2.0848565106857424,1.0728992377240163,0.19274829333333332,0.28561362300299775,0.45624538,-0.11076202,0.048439028333333335,0.11502954731442414,0.17325475,-0.12427524,0.29059060166666667,0.3999393124795981,1.15326711,-0.36208199,0.5558205307142857,0.6907837413372231,1.79275627,-0.36543762,0.8877354830769231,1.184579377486944,3.14498227,-0.91910596,1.5238939955555557,1.6260166972285894,4.39615281,-0.24539772
gwend_harad_lalaith,1.175,0.049,maiden + south + laughter,split_03,0,0.5355612901149425,0.8015715617809344,-1.29937636,3.97783607,0.37004494499999996,1.4542287037532813,0.462887985862069,0.44357825480517055,1.6767351838056956,1.0521409791140646,-0.01842231642857144,0.3596312015335113,0.68980785,-0.71332549,0.258716252,0.2177006963902264,0.71293098,-0.04380027,0.3505709364102564,0.3486778882989838,0.91907147,-0.69830095,0.560347754883721,0.5152859661364693,1.78720139,-0.40166182,0.6509029826315791,0.6798683942413986,2.20898236,-0.5730165,1.0825319924,1.5961469110042448,3.97783607,-1.29937636
gwilwileth_cair_tavor,0.7185,0.02,butterfly + ship + woodpecker,split_03,0,0.6756456159523809,1.2533023459834893,-3.21861539,4.97489484,0.37620051,0.5035312544088852,0.5502215377777778,0.4707203216945682,1.8795817387122147,1.917882805743119,0.37912356199999997,0.67902645939596,1.50943616,-0.15916276,0.21809683125,0.6227617618713315,1.61299775,-0.21835107,0.7694905179166667,0.9517526632295769,2.8947759,-0.42199215,1.0336436733333334,1.0845590108009981,3.1493085,-0.83378783,0.44295321266666665,1.032058530677164,3.39416963,-0.87699267,0.6456991772413793,1.8720740600733425,4.97489484,-3.21861539
hadhod_ram_calad,0.6482,0.038,Dwarf + wall + light,split_03,0,0.6311419921176471,1.3591873988035599,-1.87013685,5.51784845,0.4586731,1.107654614333869,0.4360658784705883,0.38891553033552406,1.7853232374246937,0.5663647787613638,0.08668603666666667,0.2906829433514337,0.51521622,-0.39342329,0.14687703333333335,0.2856489887017791,0.45394852,-0.27734395,0.46496389150000006,0.6683617848876693,1.56226684,-0.99453275,0.4024050005263157,1.0503966796146198,2.47157263,-1.77823672,0.6531981158823531,1.1810318803017035,3.18964112,-1.52148596,1.7097351421428573,2.5040783275126057,5.51784845,-1.87013685
hal_alae_suil,1.148,0.023,fish + Ah + hail ,split_03,0,0.34160237416666667,1.0640194125538252,-3.20798926,4.29130356,0.120810355,0.2504779358568919,0.4990592570833333,0.39358824204027365,1.9049960211360635,2.413941446384076,-0.15507323818181817,0.8147638958678315,1.7349571,-1.33638451,1.1058062683333334,0.9627361772290101,2.13895375,-0.09676523,0.6271932950000001,0.88636797041122,2.12429151,-0.66372234,0.25356824485714285,0.9446747378368068,2.23871114,-1.42124547,0.18372784655172414,0.878722407167028,1.74787189,-1.77818849,0.4271716246153846,1.8801757660833633,4.29130356,-3.20798926
hast_eryn_ah,1.005,0.16,"axe-stroke + wood, forest + and",split_03,0,0.6878945663970587,0.9898461388832192,-1.83411687,3.95747323,0.41698502000000004,0.67372168872622,0.3562895052941176,0.29775554000309795,2.04798556359464,0.48545413704863694,0.149649765,0.35241490309721935,0.62076223,-0.51374693,0.09583226285714286,0.21121198263795998,0.41637717,-0.33802419,0.37769252025641026,0.5997886510040144,2.39293166,-0.41921044,0.8606730286111111,0.8492790741132498,2.09586395,-0.27007701,1.0543534941666668,1.097787843700739,2.59173563,-1.15586321,1.33307267,1.7458196162859825,3.95747323,-1.83411687
haust_vin_uan,0.27,0.023,bed + our + monster ,split_03,0,0.3546302521192053,1.0946462981962393,-2.3167597,6.08999939,0.08122372,2.264541832563043,0.5186599005298014,0.48097746805256564,1.096937784526367,3.9596719782066687,0.143991795,0.29960170922566803,0.57908148,-0.43938741,-0.017528461111111122,0.17254549885897924,0.20142664,-0.24345203,0.15844644645161293,0.6376848069668826,3.25303419,-0.4408746,0.47908412829268293,1.121304902273054,4.43621562,-0.8609052,0.396453724054054,1.3664262372032476,6.08999939,-1.26130431,0.60742599,1.4796889681124774,3.72227139,-2.3167597
heleg_agar_melethron,0.8745,0.013,"ice + glory, brilliance, glitter +  lover (masc.)",split_03,0,0.30884684625000003,0.9486954058777333,-2.95440498,2.30180733,0.32750574499999996,-0.8189519298415164,0.4959573078750001,0.4993840802343198,1.8090774482246854,0.9951326996299485,-0.19580035500000004,0.5459312555203738,0.77884753,-0.74572878,0.5762617875,0.85536512851422,1.47607659,-0.68849895,0.5062681563636363,0.5909994512996267,1.49185574,-0.34595523,0.8129137646666666,0.6914179997994704,2.11122281,-0.20130772,0.4005657266666667,0.6206678929007632,1.1971743,-0.85287422,-0.4316225593333333,1.4644658003338216,2.30180733,-2.95440498
helegnen_idhren_hul,0.3011,0.039,"frozen + pondering, wise, thoughtful +  cry of encouragement in battle ",split_03,0,2.491518702434783,3.6367140564425573,-4.97539299,10.31888265,2.51703376,-0.038861868066505,0.4745747262608696,0.42189427690957604,10.871802553880027,2.9862320591331746,3.1701294900000003,1.542597359355881,5.48359193,1.12061492,3.0771970863636366,3.1058451491599905,8.09986845,-4.05084679,4.128196145357143,3.5071551921937583,10.31888265,-4.04088365,2.5115402460714287,4.069248409574913,9.78952698,-4.50524687,0.6998165654545455,3.851065583747338,9.23439694,-4.97539299,1.6173061245,2.7267810290421184,7.78443502,-3.42354174
helegnen_tachol_corf,0.5867,0.018,"frozen + brooch, pin + ring",split_03,0,0.23127912006369428,0.932399919378118,-2.40645766,3.9908194,0.18477697,0.4162515787230884,0.45803134503184717,0.4375427938571859,0.7683851803783361,0.33304580685047797,0.3011411133333333,0.6345950196749977,1.41283381,-0.52088579,0.4151790891666667,0.5706608253922568,1.77320445,-0.44136905,0.15205551195121947,0.7467522879032739,1.74363453,-1.04254799,0.1953985031578947,1.066370145172962,2.26940486,-1.65572041,0.088192316875,0.7818011649367549,1.44072534,-1.56115788,0.2891886292857143,1.8336923808068322,3.9908194,-2.40645766
imrad_lebed_corf,0.1954,0.027,path + finger + ring,split_03,0,0.5725454455056179,1.9290991911511597,-1.70512348,10.46283044,0.059692215,3.0892252180475612,0.45407138578651685,0.3478467371075319,3.2828305024894564,4.6804056856544705,0.03401392352941176,0.27204358509634813,0.52360548,-0.50201967,0.9968933874999999,2.4889353193683683,7.46290212,-0.26230997,0.8948908477142857,2.2621176024666054,8.34325757,-0.31340789,0.8817958394594594,2.5607383075533714,10.46283044,-1.48488757,0.44054452928571425,1.5450105662824851,7.4054365,-0.93612782,0.09464717548387099,1.062518302976524,2.32517715,-1.70512348
